Q9NZN5	3D-structure;Acetylation;Alternative splicing;Chromosomal rearrangement;Coiled coil;Cytoplasm;GTPase activation;Guanine-nucleotide releasing factor;Membrane;Phosphoprotein;Polymorphism;Proto-oncogene;Reference proteome
Q96LA8	3D-structure;Alternative splicing;Chromatin regulator;DNA damage;DNA repair;Host-virus interaction;Methylation;Methyltransferase;Nucleus;Phosphoprotein;Polymorphism;Reference proteome;Repressor;S-adenosyl-L-methionine;Transcription;Transcription regulation;Transferase
Q92484	3D-structure;Alternative splicing;Disulfide bond;Glycoprotein;Hydrolase;Metal-binding;Polymorphism;Reference proteome;Secreted;Signal;Zinc
P39687	3D-structure;Cytoplasm;Direct protein sequencing;Endoplasmic reticulum;Leucine-rich repeat;Nucleus;Phosphoprotein;Reference proteome;Repeat;Repressor;Transcription;Transcription regulation
P05026	Alternative splicing;Cell adhesion;Cell membrane;Disulfide bond;Glutathionylation;Glycoprotein;Ion transport;Membrane;Phosphoprotein;Potassium;Potassium transport;Reference proteome;Signal-anchor;Sodium;Sodium transport;Sodium/potassium transport;Transmembrane;Transmembrane helix;Transport
P51451	ATP-binding;Cell membrane;Diabetes mellitus;Kinase;Lipoprotein;Membrane;Myristate;Nucleotide-binding;Phosphoprotein;Polymorphism;Reference proteome;SH2 domain;SH3 domain;Transferase;Tyrosine-protein kinase;Ubl conjugation
O60885	3D-structure;Acetylation;Alternative splicing;Bromodomain;Chromatin regulator;Chromosomal rearrangement;Chromosome;DNA damage;Host-virus interaction;Isopeptide bond;Nucleus;Phosphoprotein;Polymorphism;Reference proteome;Repeat;Transcription;Transcription regulation;Ubl conjugation
O00175	3D-structure;Chemotaxis;Cytokine;Direct protein sequencing;Disulfide bond;Glycoprotein;Inflammatory response;Polymorphism;Reference proteome;Secreted;Signal
P06307	Amidation;Cleavage on pair of basic residues;Hormone;Polymorphism;Reference proteome;Secreted;Signal;Sulfation
P05814	Direct protein sequencing;Milk protein;Phosphoprotein;Reference proteome;Secreted;Signal
P43155	3D-structure;Acetylation;Acyltransferase;Alternative splicing;Direct protein sequencing;Endoplasmic reticulum;Fatty acid metabolism;Lipid metabolism;Membrane;Mitochondrion;Mitochondrion inner membrane;Neurodegeneration;Peroxisome;Polymorphism;Reference proteome;Transferase;Transport
P52907	3D-structure;Acetylation;Actin capping;Actin-binding;Cytoplasm;Cytoskeleton;Direct protein sequencing;Phosphoprotein;Polymorphism;Reference proteome
Q9H4Z3	3D-structure;Methyltransferase;Nucleus;Phosphoprotein;Reference proteome;Transferase
Q96Q40	ATP-binding;Alternative splicing;Kinase;Magnesium;Metal-binding;Nucleotide-binding;Polymorphism;Reference proteome;Serine/threonine-protein kinase;Transferase
Q5TDH0	3D-structure;Alternative splicing;Aspartyl protease;Chromosome;Cytoplasm;Hydrolase;Phosphoprotein;Protease;Reference proteome
O94830	Alternative splicing;Cytoplasm;Disease mutation;Golgi apparatus;Hereditary spastic paraplegia;Hydrolase;Lipid degradation;Lipid metabolism;Neurodegeneration;Phosphoprotein;Polymorphism;Reference proteome
Q8IU60	3D-structure;Alternative splicing;Cytoplasm;Hydrolase;Manganese;Metal-binding;Nonsense-mediated mRNA decay;Nucleus;Phosphoprotein;Polymorphism;RNA-binding;Reference proteome
Q01523	3D-structure;Antibiotic;Antimicrobial;Cytoplasmic vesicle;Defensin;Direct protein sequencing;Disulfide bond;Fungicide;Glycoprotein;Polymorphism;Reference proteome;Secreted;Signal
Q13268	Acetylation;Alternative splicing;Direct protein sequencing;Mitochondrion;Nucleus;Oxidoreductase;Phosphoprotein;Polymorphism;Reference proteome;Transit peptide
Q96FX2	3D-structure;Alternative splicing;Cytoplasm;Iron;Metal-binding;Nucleus;Reference proteome;Zinc
O60941	Acetylation;Alternative splicing;Coiled coil;Cytoplasm;Metal-binding;Phosphoprotein;Polymorphism;Reference proteome;Zinc;Zinc-finger
P43005	Amino-acid transport;Cell junction;Cell membrane;Chloride;Disease mutation;Endosome;Glycoprotein;Membrane;Metal-binding;Phosphoprotein;Polymorphism;Potassium;Reference proteome;Schizophrenia;Sodium;Symport;Synapse;Synaptosome;Transmembrane;Transmembrane helix;Transport
Q5THR3	3D-structure;Alternative splicing;Calcium;Metal-binding;Nucleus;Phosphoprotein;Polymorphism;Reference proteome;Repeat;Repressor;Transcription;Transcription regulation
Q8NEJ0	3D-structure;Cytoplasm;Hydrolase;Membrane;Mitochondrion;Mitochondrion inner membrane;Nucleus;Protein phosphatase;Reference proteome
Q9BQI3	ATP-binding;Alternative splicing;Cytoplasm;Disulfide bond;Kinase;Nucleotide-binding;Phosphoprotein;Polymorphism;Protein synthesis inhibitor;Reference proteome;Repeat;Serine/threonine-protein kinase;Transferase
Q99956	3D-structure;Cytoplasm;Hydrolase;Phosphoprotein;Protein phosphatase;Reference proteome
P05305	3D-structure;Cleavage on pair of basic residues;Direct protein sequencing;Disease mutation;Disulfide bond;Polymorphism;Reference proteome;Secreted;Signal;Vasoactive;Vasoconstrictor
O60869	3D-structure;Acetylation;Activator;Alternative splicing;Calmodulin-binding;Cytoplasm;DNA-binding;Developmental protein;Differentiation;Direct protein sequencing;Methylation;Nucleus;Phosphoprotein;Reference proteome;Transcription;Transcription regulation
Q9NQ11	ATP-binding;Alternative splicing;Disease mutation;Hereditary spastic paraplegia;Lysosome;Magnesium;Membrane;Metal-binding;Neurodegeneration;Neuronal ceroid lipofuscinosis;Nucleotide-binding;Parkinsonism;Phosphoprotein;Polymorphism;Reference proteome;Translocase;Transmembrane;Transmembrane helix
A2IDD5	Alternative splicing;Cell membrane;Cilium biogenesis/degradation;Coiled coil;Cytoplasm;Cytoskeleton;Membrane;Polymorphism;Reference proteome;Sarcoplasmic reticulum
Q00975	3D-structure;ATP-binding;Alternative splicing;Calcium;Calcium channel;Calcium transport;Disease mutation;Disulfide bond;Epilepsy;Glycoprotein;Ion channel;Ion transport;Membrane;Mental retardation;Metal-binding;Methylation;Nucleotide-binding;Phosphoprotein;Polymorphism;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel
Q86X52	Disease mutation;Glycoprotein;Golgi apparatus;Membrane;Metal-binding;Polymorphism;Reference proteome;Secreted;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
Q7Z4T9	Alternative promoter usage;Alternative splicing;Cell projection;Cytoplasm;Cytoskeleton;Mitochondrion;Phosphoprotein;Polymorphism;Reference proteome
Q96KN2	3D-structure;Carboxypeptidase;Glycoprotein;Hydrolase;Metal-binding;Metalloprotease;Phosphoprotein;Polymorphism;Protease;Reference proteome;Secreted;Signal;Zinc
P01031	3D-structure;Cleavage on pair of basic residues;Complement alternate pathway;Complement pathway;Cytolysis;Direct protein sequencing;Disulfide bond;Glycoprotein;Immunity;Inflammatory response;Innate immunity;Membrane attack complex;Polymorphism;Reference proteome;Secreted;Signal
P51795	3D-structure;ATP-binding;Alternative splicing;Antiport;CBS domain;Cell membrane;Chloride;Disease mutation;Endosome;Golgi apparatus;Ion transport;Membrane;Nucleotide-binding;Polymorphism;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport;Ubl conjugation
P35523	3D-structure;CBS domain;Cell membrane;Chloride;Chloride channel;Disease mutation;Ion channel;Ion transport;Membrane;Phosphoprotein;Polymorphism;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel
Q99715	Alternative splicing;Cell adhesion;Collagen;Congenital muscular dystrophy;Direct protein sequencing;Disease mutation;Disulfide bond;Extracellular matrix;Glycoprotein;Hydroxylation;Polymorphism;Proteoglycan;Reference proteome;Repeat;Secreted;Signal
Q03060	Activator;Alternative promoter usage;Alternative splicing;Biological rhythms;Cytoplasm;DNA-binding;Developmental protein;Differentiation;Nucleus;Phosphoprotein;Polymorphism;Reference proteome;Repressor;Spermatogenesis;Transcription;Transcription regulation;Ubl conjugation
Q9BUF7	3D-structure;Alternative splicing;Cell junction;Cell membrane;Glycoprotein;Membrane;Reference proteome;Signal;Tight junction;Transmembrane;Transmembrane helix
Q9UKF6	3D-structure;Acetylation;Endonuclease;Hydrolase;Isopeptide bond;Metal-binding;Nuclease;Nucleus;Phosphoprotein;Polymorphism;RNA-binding;Reference proteome;Ribonucleoprotein;Ubl conjugation;Zinc;mRNA processing
Q96BA8	Activator;Alternative splicing;DNA-binding;Developmental protein;Endoplasmic reticulum;Glycoprotein;Host-virus interaction;Isopeptide bond;Membrane;Nucleus;Osteogenesis imperfecta;Polymorphism;Reference proteome;Signal-anchor;Transcription;Transcription regulation;Transmembrane;Transmembrane helix;Ubl conjugation;Unfolded protein response
O15528	Disease mutation;Heme;Iron;Membrane;Metal-binding;Mitochondrion;Monooxygenase;Oxidoreductase;Polymorphism;Reference proteome;Transit peptide
P22680	3D-structure;Cholesterol metabolism;Endoplasmic reticulum;Heme;Iron;Lipid metabolism;Membrane;Metal-binding;Microsome;Monooxygenase;Oxidoreductase;Polymorphism;Reference proteome;Steroid metabolism;Sterol metabolism;Transmembrane;Transmembrane helix
Q99829	Acetylation;Calcium;Cell membrane;Cytoplasm;Differentiation;Membrane;Metal-binding;Nucleus;Polymorphism;Reference proteome;Repeat;Repressor;Transcription;Transcription regulation
Q5TCH4	Alternative splicing;Endoplasmic reticulum;Heme;Iron;Membrane;Metal-binding;Microsome;Monooxygenase;NADP;Oxidoreductase;Phosphoprotein;Polymorphism;Reference proteome
Q9NQC7	3D-structure;Alternative splicing;Cell cycle;Cell membrane;Cell projection;Cytoplasm;Cytoskeleton;Disease mutation;Hydrolase;Immunity;Innate immunity;Membrane;Metal-binding;Microtubule;Phosphoprotein;Protease;Reference proteome;Repeat;Thiol protease;Tumor suppressor;Ubl conjugation;Ubl conjugation pathway;Wnt signaling pathway;Zinc
Q5M775	Alternative splicing;Chromosomal rearrangement;Coiled coil;Lipoprotein;Membrane;Myristate;Nucleus;Phosphoprotein;Polymorphism;Proto-oncogene;Reference proteome
P17302	3D-structure;Acetylation;Cataract;Cell junction;Cell membrane;Disease mutation;Disulfide bond;Endoplasmic reticulum;Gap junction;Hypotrichosis;Isopeptide bond;Membrane;Palmoplantar keratoderma;Phosphoprotein;Polymorphism;Reference proteome;S-nitrosylation;Transmembrane;Transmembrane helix;Ubl conjugation
P78310	3D-structure;Alternative splicing;Cell adhesion;Cell junction;Cell membrane;Disulfide bond;Glycoprotein;Host cell receptor for virus entry;Host-virus interaction;Immunoglobulin domain;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Polymorphism;Receptor;Reference proteome;Repeat;Secreted;Signal;Tight junction;Transmembrane;Transmembrane helix
P19876	Chemotaxis;Cytokine;Direct protein sequencing;Disulfide bond;Inflammatory response;Polymorphism;Reference proteome;Secreted;Signal
Q53GD3	Alternative splicing;Cell membrane;Deafness;Disease mutation;Glycoprotein;Membrane;Non-syndromic deafness;Polymorphism;Reference proteome;Transmembrane;Transmembrane helix
P56545	3D-structure;Alternative splicing;Cell junction;Differentiation;Direct protein sequencing;Host-virus interaction;Methylation;NAD;Nucleus;Oxidoreductase;Phosphoprotein;Reference proteome;Repressor;Synapse;Transcription;Transcription regulation
Q96HY6	Alternative splicing;Dwarfism;Endoplasmic reticulum;Isopeptide bond;Phosphoprotein;Polymorphism;Reference proteome;Signal;Ubl conjugation
Q9Y4B6	3D-structure;ATP-binding;Acetylation;Alternative splicing;Chromatin regulator;Cytoplasm;Direct protein sequencing;Host-virus interaction;Kinase;Nucleotide-binding;Nucleus;Phosphoprotein;Polymorphism;Reference proteome;Repeat;Serine/threonine-protein kinase;Transcription;Transcription regulation;Transferase;Ubl conjugation pathway;WD repeat
P04440	3D-structure;Adaptive immunity;Cell membrane;Disulfide bond;Endoplasmic reticulum;Endosome;Glycoprotein;Golgi apparatus;Immunity;Lysosome;MHC II;Membrane;Polymorphism;Reference proteome;Signal;Transmembrane;Transmembrane helix
Q14185	3D-structure;Apoptosis;Cytoplasm;Guanine-nucleotide releasing factor;Membrane;Phagocytosis;Phosphoprotein;Polymorphism;Reference proteome;SH3 domain;SH3-binding
Q15392	Alternative splicing;Cholesterol biosynthesis;Cholesterol metabolism;Disease mutation;Endoplasmic reticulum;FAD;Flavoprotein;Golgi apparatus;Lipid biosynthesis;Lipid metabolism;Membrane;NADP;Oxidoreductase;Reference proteome;Signal;Steroid biosynthesis;Steroid metabolism;Sterol biosynthesis;Sterol metabolism;Transmembrane;Transmembrane helix
O60231	3D-structure;ATP-binding;Helicase;Hydrolase;Nucleotide-binding;Nucleus;Phosphoprotein;Polymorphism;Reference proteome;Spliceosome;mRNA processing;mRNA splicing
O76075	3D-structure;Alternative splicing;Apoptosis;Cytoplasm;Hydrolase;Nuclease;Nucleus;Polymorphism;Reference proteome
P30046	3D-structure;Acetylation;Alternative splicing;Cytoplasm;Direct protein sequencing;Lyase;Melanin biosynthesis;Reference proteome
P23743	3D-structure;ATP-binding;Acetylation;Alternative splicing;Calcium;Kinase;Metal-binding;Nucleotide-binding;Polymorphism;Reference proteome;Repeat;Transferase;Zinc;Zinc-finger
Q14565	3D-structure;ATP-binding;Alternative splicing;Cell cycle;Chromosome;DNA-binding;Meiosis;Nucleotide-binding;Nucleus;Polymorphism;Reference proteome
Q9UFH2	ATP-binding;Alternative splicing;Cell projection;Cilium;Coiled coil;Cytoplasm;Cytoskeleton;Disease mutation;Dynein;Flagellum;Microtubule;Motor protein;Nucleotide-binding;Polymorphism;Reference proteome;Repeat;TPR repeat
Q9HCM4	Alternative splicing;Cell junction;Cytoplasm;Phosphoprotein;Polymorphism;Reference proteome
Q92630	3D-structure;ATP-binding;Alternative splicing;Apoptosis;Cytoplasm;Kinase;Magnesium;Manganese;Nucleotide-binding;Nucleus;Phosphoprotein;Polymorphism;Reference proteome;Serine/threonine-protein kinase;Transferase;Tyrosine-protein kinase;Ubl conjugation;Ubl conjugation pathway
P0DPD8	Alternative splicing;Cytoplasmic vesicle;Disulfide bond;Glycoprotein;Golgi apparatus;Hydrolase;Membrane;Metal-binding;Metalloprotease;Methyltransferase;Multifunctional enzyme;Phosphoprotein;Protease;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Zinc
Q6V1X1	3D-structure;Alternative splicing;Aminopeptidase;Apoptosis;Cytoplasm;Hydrolase;Protease;Reference proteome;Serine protease
Q16643	3D-structure;Acetylation;Actin-binding;Alternative splicing;Alzheimer disease;Amyloidosis;Cell junction;Cell projection;Cytoplasm;Developmental protein;Differentiation;Direct protein sequencing;Neurodegeneration;Neurogenesis;Phosphoprotein;Polymorphism;Reference proteome
O00716	Activator;Alternative splicing;Cell cycle;DNA-binding;Nucleus;Polymorphism;Reference proteome;Transcription;Transcription regulation
Q15329	3D-structure;Activator;Alternative splicing;Cilium biogenesis/degradation;DNA-binding;Nucleus;Polymorphism;Reference proteome;Transcription;Transcription regulation
P79483	3D-structure;Adaptive immunity;Cell membrane;Disulfide bond;Endoplasmic reticulum;Endosome;Glycoprotein;Golgi apparatus;Immunity;Lysosome;MHC II;Membrane;Polymorphism;Reference proteome;Signal;Transmembrane;Transmembrane helix;Ubl conjugation
O75521	3D-structure;Acetylation;Alternative splicing;Isomerase;Mitochondrion;Peroxisome;Phosphoprotein;Polymorphism;Reference proteome;Transit peptide
Q9HCU8	3D-structure;Alternative splicing;DNA damage;DNA excision;DNA repair;DNA replication;Nucleus;Polymorphism;Reference proteome;Ubl conjugation
Q13825	3D-structure;Acetylation;Alternative splicing;Branched-chain amino acid catabolism;Direct protein sequencing;Disease mutation;Lyase;Mitochondrion;RNA-binding;Reference proteome;Transit peptide
Q15582	3D-structure;Amyloid;Amyloidosis;Cell adhesion;Corneal dystrophy;Direct protein sequencing;Disease mutation;Disulfide bond;Extracellular matrix;Gamma-carboxyglutamic acid;Phosphoprotein;Polymorphism;Reference proteome;Repeat;Secreted;Sensory transduction;Signal;Vision
Q9P2K1	Alternative splicing;Cell projection;Ciliopathy;Cilium;Cilium biogenesis/degradation;Coiled coil;Cytoplasm;Cytoskeleton;Disease mutation;Joubert syndrome;Meckel syndrome;Polymorphism;Reference proteome
Q86VB7	Acute phase;Alternative splicing;Cell membrane;Disulfide bond;Glycoprotein;Inflammatory response;Membrane;Phosphoprotein;Polymorphism;Reference proteome;Repeat;Secreted;Signal;Transmembrane;Transmembrane helix
P61769	3D-structure;Amyloid;Amyloidosis;Direct protein sequencing;Disease mutation;Disulfide bond;Glycation;Glycoprotein;Immunity;Immunoglobulin domain;MHC I;Pyrrolidone carboxylic acid;Reference proteome;Secreted;Signal
P30988	3D-structure;Alternative promoter usage;Alternative splicing;Cell membrane;Direct protein sequencing;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Polymorphism;Receptor;Reference proteome;Signal;Transducer;Transmembrane;Transmembrane helix
P63098	3D-structure;Calcium;Cell membrane;Cytoplasm;Direct protein sequencing;Lipoprotein;Membrane;Metal-binding;Myristate;Phosphoprotein;Reference proteome;Repeat
Q5JTW2	Alternative splicing;Cell projection;Ciliopathy;Cilium;Cilium biogenesis/degradation;Coiled coil;Cone-rod dystrophy;Cytoplasm;Cytoskeleton;Deafness;Phosphoprotein;Reference proteome
Q96G23	Acetylation;Endoplasmic reticulum;Glycoprotein;Lipid biosynthesis;Lipid metabolism;Membrane;Phosphoprotein;Polymorphism;Reference proteome;Transferase;Transmembrane;Transmembrane helix
P61604	3D-structure;Acetylation;Chaperone;Direct protein sequencing;Mitochondrion;Phosphoprotein;Reference proteome;Stress response
P28906	Alternative splicing;Cell adhesion;Direct protein sequencing;Glycoprotein;Membrane;Phosphoprotein;Polymorphism;Reference proteome;Signal;Transmembrane;Transmembrane helix
O15247	3D-structure;Chloride;Chloride channel;Cytoplasm;Disease mutation;Disulfide bond;Ion channel;Ion transport;Membrane;Mental retardation;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel
Q9H8M5	3D-structure;Alternative splicing;CBS domain;Cell membrane;Disease mutation;Epilepsy;Glycoprotein;Ion transport;Membrane;Mental retardation;Phosphoprotein;Polymorphism;Primary hypomagnesemia;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport
P29973	Alternative splicing;Cell membrane;Coiled coil;Disease mutation;Glycoprotein;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Nucleotide-binding;Polymorphism;Reference proteome;Retinitis pigmentosa;Sensory transduction;Transmembrane;Transmembrane helix;Transport;Vision;cGMP;cGMP-binding
Q9NZN8	3D-structure;Alternative splicing;Cytoplasm;Developmental protein;Nucleus;Phosphoprotein;Polymorphism;RNA-mediated gene silencing;Reference proteome;Repressor;Transcription;Transcription regulation;Translation regulation
Q13057	ATP-binding;Alternative splicing;Coenzyme A biosynthesis;Cytoplasm;Disease mutation;Kinase;Mitochondrion;Multifunctional enzyme;Neurodegeneration;Nucleotide-binding;Nucleotidyltransferase;Phosphoprotein;Polymorphism;Reference proteome;Transferase
P26441	3D-structure;Cytoplasm;Developmental protein;Differentiation;Growth factor;Neurogenesis;Polymorphism;Reference proteome
Q8N137	Alternative splicing;Cell cycle;Cell division;Coiled coil;Cytoplasm;Cytoskeleton;Phosphoprotein;Polymorphism;Reference proteome
O95471	Alternative splicing;Cell junction;Cell membrane;Membrane;Phosphoprotein;Polymorphism;Reference proteome;Tight junction;Transmembrane;Transmembrane helix
Q5SWW7	Reference proteome
Q6UUV7	Activator;Alternative splicing;Cytoplasm;Host-virus interaction;Isopeptide bond;Nucleus;Phosphoprotein;Polymorphism;Reference proteome;Transcription;Transcription regulation;Ubl conjugation
P09603	3D-structure;Alternative splicing;Cell membrane;Cytokine;Direct protein sequencing;Disulfide bond;Glycoprotein;Growth factor;Immunity;Inflammatory response;Innate immunity;Membrane;Phosphoprotein;Polymorphism;Proteoglycan;Reference proteome;Secreted;Signal;Transmembrane;Transmembrane helix
P13073	3D-structure;Acetylation;Direct protein sequencing;Membrane;Mitochondrion;Mitochondrion inner membrane;Oxidoreductase;Phosphoprotein;Polymorphism;Reference proteome;Transit peptide;Transmembrane;Transmembrane helix
P24903	Alternative splicing;Endoplasmic reticulum;Heme;Iron;Membrane;Metal-binding;Microsome;Monooxygenase;Oxidoreductase;Polymorphism;Reference proteome
Q5VWQ8	Alternative splicing;Angiogenesis;Apoptosis;Cell cycle;Cell membrane;Cell projection;Chromosomal rearrangement;Coiled coil;Cytoplasm;Developmental protein;GTPase activation;Growth regulation;Immunity;Inflammatory response;Innate immunity;Membrane;Phosphoprotein;Polymorphism;Reference proteome;Stress response;Tumor suppressor;Unfolded protein response
Q9HCS2	Alternative splicing;Endoplasmic reticulum;Fatty acid metabolism;Heme;Iron;Lipid metabolism;Membrane;Metal-binding;Microsome;Monooxygenase;Oxidoreductase;Polymorphism;Reference proteome;Transmembrane;Transmembrane helix
P99999	3D-structure;Acetylation;Apoptosis;Direct protein sequencing;Disease mutation;Electron transport;Heme;Iron;Metal-binding;Mitochondrion;Phosphoprotein;Polymorphism;Reference proteome;Respiratory chain;Transport
P52569	Alternative splicing;Amino-acid transport;Cell membrane;Glycoprotein;Membrane;Phosphoprotein;Polymorphism;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9NVH1	Acetylation;Alternative splicing;Chaperone;Coiled coil;Membrane;Mitochondrion;Mitochondrion outer membrane;Phosphoprotein;Polymorphism;Reference proteome
Q9UBM7	Cholesterol biosynthesis;Cholesterol metabolism;Disease mutation;Endoplasmic reticulum;Lipid biosynthesis;Lipid metabolism;Membrane;NADP;Oxidoreductase;Phosphoprotein;Polymorphism;Reference proteome;Steroid biosynthesis;Steroid metabolism;Sterol biosynthesis;Sterol metabolism;Transmembrane;Transmembrane helix
Q92506	3D-structure;Fatty acid biosynthesis;Fatty acid metabolism;Lipid biosynthesis;Lipid metabolism;Mitochondrion;NAD;Oxidoreductase;Phosphoprotein;Polymorphism;Reference proteome;Steroid biosynthesis
Q9Y238	Alternative splicing;Cytoplasm;Polymorphism;Reference proteome;Tumor suppressor
Q9P2X0	Alternative splicing;Congenital disorder of glycosylation;Congenital muscular dystrophy;Direct protein sequencing;Disease mutation;Dystroglycanopathy;Endoplasmic reticulum;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q8WXX0	3D-structure;ATP-binding;Alternative splicing;Cell projection;Cilium;Coiled coil;Cytoplasm;Cytoskeleton;Dynein;Microtubule;Motor protein;Nucleotide-binding;Polymorphism;Reference proteome;Repeat
Q8TE73	ATP-binding;Cell projection;Ciliopathy;Cilium;Coiled coil;Cytoplasm;Cytoskeleton;Disease mutation;Dynein;Kartagener syndrome;Microtubule;Motor protein;Nucleotide-binding;Polymorphism;Primary ciliary dyskinesia;Reference proteome;Repeat
Q86UW9	3D-structure;Acetylation;Alternative splicing;Cytoplasm;Metal-binding;Methylation;Notch signaling pathway;Nucleus;Phosphoprotein;Polymorphism;Reference proteome;Repeat;Transferase;Ubl conjugation pathway;Zinc;Zinc-finger
O95433	3D-structure;Acetylation;Alternative splicing;Chaperone;Cytoplasm;Endoplasmic reticulum;Host-virus interaction;Isopeptide bond;Phosphoprotein;Reference proteome;Stress response;Ubl conjugation
Q96NW4	3D-structure;ANK repeat;Cell membrane;Cytoplasmic vesicle;Endosome;GTPase activation;Guanine-nucleotide releasing factor;Lysosome;Membrane;Phosphoprotein;Polymorphism;Protein transport;Reference proteome;Repeat;Transport
Q8N726	Alternative splicing;Apoptosis;Cell cycle;DNA-binding;Mitochondrion;Nucleus;Polymorphism;Reference proteome;Transcription;Transcription regulation;Tumor suppressor;Ubl conjugation;Ubl conjugation pathway;rRNA processing
Q8IZ07	ANK repeat;Cell membrane;Endosome;Membrane;Phosphoprotein;Polymorphism;Reference proteome;Repeat;Ubl conjugation
Q6Q788	Chylomicron;Coiled coil;Disease mutation;Endosome;Golgi apparatus;HDL;Lipid transport;Phosphoprotein;Polymorphism;Reference proteome;Secreted;Signal;Transport;VLDL
P28039	3D-structure;Alternative splicing;Calcium;Cytoplasmic vesicle;Direct protein sequencing;Disulfide bond;Glycoprotein;Hydrolase;Lipid metabolism;Metal-binding;Polymorphism;Reference proteome;Secreted;Signal;Zymogen
Q6PL18	3D-structure;ATP-binding;Activator;Alternative splicing;Bromodomain;Coiled coil;Hydrolase;Isopeptide bond;Nucleotide-binding;Nucleus;Phosphoprotein;Polymorphism;Reference proteome;Transcription;Transcription regulation;Ubl conjugation
Q04656	3D-structure;ATP-binding;Alternative splicing;Cell membrane;Copper;Copper transport;Cytoplasm;Disease mutation;Endoplasmic reticulum;Glycoprotein;Golgi apparatus;Ion transport;Magnesium;Membrane;Metal-binding;Neurodegeneration;Nucleotide-binding;Phosphoprotein;Polymorphism;Reference proteome;Repeat;Translocase;Transmembrane;Transmembrane helix;Transport
P62324	Chromosomal rearrangement;Phosphoprotein;Polymorphism;Proto-oncogene;Reference proteome
O14503	Biological rhythms;Cytoplasm;DNA-binding;Isopeptide bond;Nucleus;Phosphoprotein;Reference proteome;Repressor;Transcription;Transcription regulation;Ubl conjugation
Q6UXG8	Alternative splicing;Coiled coil;Disulfide bond;Glycoprotein;Immunoglobulin domain;Membrane;Polymorphism;Reference proteome;Signal;Transmembrane;Transmembrane helix
